0,947.849,395.073
0,947.849,395.073
0,947.849,395.073
0,946.654,397.958
1,946.654,397.958
1,944.661,396.314
2,944.661,396.314
2,942.867,398.406
2,942.867,398.406
3,942.046,398.62
3,942.046,398.62
4,940.419,397.572
4,940.419,397.572
4,937.684,396.482
5,937.684,396.482
5,937.684,396.482
6,937.886,397.662
6,937.886,397.662
6,935.91,398.184
7,935.91,398.184
7,934.708,398.957
8,934.708,398.957
8,934.708,398.957
8,933.216,398.539
9,933.216,398.539
9,933.774,398.231
10,933.774,398.231
10,935.071,399.623
10,935.071,399.623
11,1080.07,348.159
11,1080.07,348.159
12,1091.44,364.497
12,1091.44,364.497
12,1091.44,364.497
13,1108.84,364.424
13,1108.84,364.424
14,1116.64,364.281
14,1116.64,364.281
14,1116.42,363.603
15,1116.42,363.603
15,1116.42,363.603
16,1111,368.073
16,1109.46,371.275
16,1109.46,371.275
17,1109.46,371.275
17,1104.26,375.372
18,1104.26,375.372
18,1102.78,375.76
18,1102.78,375.76
19,1099.54,373.722
19,1099.54,373.722
20,1099.63,373.61
20,1099.63,373.61
20,1099.63,373.61
21,1095.75,373.827
21,1095.75,373.827
22,1095.3,375.135
22,1095.3,375.135
22,1092.6,374.983
23,1092.6,374.983
23,1089.33,373.844
24,1089.33,373.844
24,1089.22,375.881
24,1089.22,375.881
25,1086.72,376.837
25,1086.72,376.837
26,1086.72,376.837
26,959.891,354.928
26,959.891,354.928
27,985.541,344.497
27,985.541,344.497
28,981.989,356.727
28,981.989,356.727
28,981.989,356.727
29,988.426,350.88
29,988.426,350.88
30,989.286,350.135
30,989.286,350.135
30,988.997,352.043
31,988.997,352.043
31,1010.58,351.631
32,1010.58,351.631
32,1023.53,358.392
32,1023.53,358.392
33,1034.48,363.501
33,1034.48,363.501
34,1034.48,363.501
34,1042.92,362.864
34,1042.92,362.864
35,1049.7,361.229
35,1049.7,361.229
36,1049.7,361.229
36,1054.71,361.039
36,1054.71,361.039
37,1058.75,363.961
37,1058.75,363.961
38,1063.96,364.007
38,1063.96,364.007
38,1067.02,366.703
39,1067.02,366.703
39,1070.57,368.808
40,1070.57,368.808
40,1070.57,368.808
40,1132.29,693.125
41,1132.29,693.125
41,1066.2,832.686
42,1066.2,832.686
42,0,0
42,0,0
43,1011.3,-77.7605
43,1011.3,-77.7605
44,0,0
44,0,0
44,0,0
45,0,0
45,0,0
46,0,0
46,0,0
46,0,0
47,0,0
47,0,0
48,0,0
48,0,0
48,0,0
49,0,0
49,0,0
50,0,0
50,0,0
50,0,0
51,0,0
51,0,0
52,0,0
52,0,0
52,0,0
53,1030.48,65.308
53,1030.48,65.308
54,1040.35,153.208
54,1040.35,153.208
55,1045.02,199.441
55,1045.02,199.441
56,1083.07,358.432
56,1078.29,388.875
57,1070.27,380.973
57,1070.27,380.973
58,1073,387.573
59,1078.7,395.506
59,1078.7,395.506
60,1077.49,401.748
61,1080.41,402.284
61,1079.71,400.613
62,1081.82,403.977
63,1081.82,403.977
63,1084.42,410.012
64,1084.24,411.043
65,1084.24,411.043
65,1086.23,415.827
66,1087.02,420.177
67,1087.85,420.321
67,1089.76,420.169
68,1089.76,420.169
69,1090.84,423.727
69,1091.07,425.202
70,1091.07,425.202
71,1093.04,426.11
71,1094.8,425.661
72,859.185,420.208
73,859.185,420.208
73,802.787,366.177
74,805.85,375.037
75,794.7,376.419
75,794.7,376.419
76,794.722,377.536
77,796.272,382.704
77,792.634,384.221
78,780.06,383.048
79,780.06,383.048
79,608.421,299.143
80,585.638,302.556
81,585.638,302.556
81,585.207,300.489
82,591.687,301.6
83,592.182,313.461
83,596.521,312.176
84,596.521,312.176
85,597,307.681
85,598.988,311.887
86,598.701,311.556
87,598.701,311.556
87,599.827,306.441
88,600.641,304.26
89,600.641,304.26
89,1061.83,442.109
90,1069.78,436.915
91,1077.79,439.837
91,1077.79,439.837
92,1070.44,446.733
93,1064.43,442.704
93,1062.59,441.46
94,1062.59,441.46
95,1061.97,450.889
95,1063.04,453.908
96,1068.79,448.536
97,1068.79,448.536
97,1075.29,444.2
98,1080.56,442.145
99,1083.49,439.634
99,1083.49,439.634
100,1086.41,439.839
101,1088.75,437.007
101,1088.99,435.98
102,1087.53,437.365
103,1087.53,437.365
103,1088.38,437.754
104,1089.91,438.134
105,1089.91,438.134
105,1092.02,437.205
106,1093.45,437.304
107,1093.45,437.304
107,1093.43,437.322
108,1093.82,439.154
109,1095.9,439.992
109,1096.93,440.729
110,1097.71,439.892
111,1097.71,439.892
111,1004.82,581.035
112,1031.3,489.132
113,1031.3,489.132
113,1030.3,510.896
114,1028.98,512.133
115,1028.98,512.133
115,1026.12,509.682
116,1022.87,525.541
117,1018.26,526.553
117,1020.25,532.397
118,1019.75,534.158
119,1019.75,534.158
119,996.59,801.923
120,1008.48,817.744
121,1008.48,817.744
121,999.642,811.675
122,991.288,826.613
123,991.288,826.613
123,988.615,838.776
124,988.615,838.776
125,989.682,842.065
125,990.014,845.002
126,0,0
127,0,0
127,988.457,840.304
128,992.729,837.45
129,992.729,837.45
129,993.868,839.025
130,997.988,846.011
131,997.988,846.011
131,0,0
132,0,0
133,0,0
133,0,0
134,0,0
135,0,0
135,1038.5,707.533
136,1047.46,540.412
137,1047.46,540.412
137,1049.55,521.365
138,1045.01,513.908
139,1037.8,509.663
139,1037.8,509.663
140,1041.8,511.388
141,1042.32,517.907
141,1026.35,507.906
142,1044.08,466.42
143,1044.08,466.42
143,1066.68,461.416
144,1072.77,463.879
145,1072.77,463.879
145,1074.53,459.489
146,1074.21,453.871
147,1078.28,450.65
147,1078.58,449.764
148,1078.58,449.764
149,1082.84,452.926
149,1087.91,452.717
150,1091.52,452.833
151,1091.52,452.833
151,1093.78,454.801
152,1096.04,454.332
153,1096.04,454.332
153,1100.55,455.38
154,1102.25,453.346
155,1104.71,455.078
155,1106.6,456.599
156,1106.6,456.599
156,1109.01,460.942
157,1110.08,462.108
158,1111.57,464.383
158,1111.57,464.383
159,1112.85,465.67
160,1112.49,469.552
160,1112.49,469.552
161,951.561,719.457
162,903.424,691.647
163,911.642,703.758
163,912.157,709.406
164,912.157,709.406
